09007,10002,10007,10008,10009,10013,10014,10015,10016,10017,10018,63,65,66,67,68,10005,10004,10020,10010,64,09020
306,310,304,303,302,305,306,304,301,313,312,330,302,315,303,305,331,308,309,323,314,345
